user_id,date,screen_time_minutes,keystroke_speed_wpm,sleep_hours_last_night,task_switch_frequency_per_hr,break_frequency_per_hr,stress_level
U0039,2025-01-13,504.32,67.68,8.5,5.43,1.2,25.44
U0039,2025-01-14,412.75,74.03,10.13,8.33,2.65,17.55
U0039,2025-01-15,469.7,74.82,8.17,2.4,2.21,35.89
U0039,2025-01-16,395.18,72.01,7.6,6.39,2.1,33.24
U0039,2025-01-17,313.97,63.02,7.32,4.22,2.55,30.43
U0039,2025-01-18,322.31,62.81,9.22,2.79,2.42,14.43
U0039,2025-01-19,347.13,60.89,10.63,4.89,2.18,1.43
U0039,2025-01-20,329.61,70.91,5.93,5.26,1.37,36.32
U0039,2025-01-21,414.3,58.91,6.8,2.14,1.66,29.57
U0039,2025-01-22,448.88,74.34,8.62,1.0,1.92,10.19
U0039,2025-01-23,568.95,68.39,8.12,7.22,2.5,29.65
U0039,2025-01-24,313.17,76.65,6.45,6.29,2.17,44.1
U0039,2025-01-25,312.7,69.1,10.31,5.56,2.02,0.0
U0039,2025-01-26,236.12,73.99,9.35,4.39,2.29,0.12
U0039,2025-01-27,378.68,67.46,6.77,3.67,2.65,26.36
U0039,2025-01-28,325.27,69.65,10.09,3.46,2.12,9.79
U0039,2025-01-29,513.06,75.78,9.02,3.52,1.94,28.56
U0039,2025-01-30,373.94,87.47,9.1,5.3,1.69,30.9
U0039,2025-01-31,399.23,73.03,8.99,10.05,1.82,39.35
U0039,2025-02-01,298.83,67.5,8.99,2.18,1.98,8.43
U0039,2025-02-02,348.04,65.94,7.92,1.0,1.98,9.98
U0039,2025-02-03,363.56,72.84,8.96,5.98,1.9,27.06
U0039,2025-02-04,437.59,68.79,8.76,3.2,1.76,12.1
U0039,2025-02-05,482.5,70.4,8.48,5.86,2.39,25.27
U0039,2025-02-06,337.71,69.73,6.66,6.97,2.46,30.28
U0039,2025-02-07,470.38,76.21,9.6,4.04,2.12,24.24
U0039,2025-02-08,285.99,67.5,7.79,4.77,0.85,18.66
U0039,2025-02-09,327.32,80.48,10.63,7.25,2.12,4.1
U0039,2025-02-10,377.75,73.19,8.53,6.41,2.11,18.68
U0039,2025-02-11,410.44,64.4,7.56,7.35,1.49,33.47
U0039,2025-02-12,430.35,65.69,8.65,3.6,1.88,24.3
U0039,2025-02-13,361.55,61.79,9.19,8.18,2.27,29.72
U0039,2025-02-14,434.97,67.39,7.58,3.39,2.39,36.73
U0039,2025-02-15,335.52,71.56,10.39,2.9,1.78,5.26
U0039,2025-02-16,285.31,74.92,8.89,1.46,2.15,5.21
U0039,2025-02-17,489.39,55.12,6.99,5.24,2.26,25.03
U0039,2025-02-18,436.13,70.14,8.52,5.13,0.67,22.08
U0039,2025-02-19,426.31,66.71,8.34,6.56,1.29,26.17
U0039,2025-02-20,465.06,69.31,9.42,6.02,2.18,28.34
U0039,2025-02-21,412.95,73.51,7.38,4.12,2.45,37.01
U0039,2025-02-22,266.71,72.24,9.44,5.2,2.3,5.41
U0039,2025-02-23,292.67,67.56,9.92,2.48,1.89,0.15
U0039,2025-02-24,406.29,79.07,8.83,5.7,1.68,21.67
U0039,2025-02-25,365.77,62.13,6.8,5.54,2.22,30.14
U0039,2025-02-26,362.39,62.81,8.61,7.39,1.4,18.15
U0039,2025-02-27,425.77,67.18,8.86,5.67,1.71,26.81
U0039,2025-02-28,350.21,70.8,8.06,6.28,1.62,28.43
U0039,2025-03-01,277.42,72.68,10.76,5.15,1.3,7.17
U0040,2025-01-01,303.96,69.88,9.25,5.93,1.14,18.31
U0040,2025-01-02,357.39,56.37,7.9,4.48,2.96,22.09
U0040,2025-01-03,340.28,68.93,8.96,4.18,2.84,18.24
U0040,2025-01-04,157.87,62.31,8.87,3.29,1.67,23.53
U0040,2025-01-05,194.58,70.85,11.51,2.58,1.12,3.13
U0040,2025-01-06,281.52,56.5,9.57,2.99,1.53,13.71
U0040,2025-01-07,369.1,62.04,8.42,7.57,2.29,31.55
U0040,2025-01-08,316.64,57.99,7.25,4.85,2.69,18.47
U0040,2025-01-09,325.59,59.85,11.11,5.4,2.48,8.97
U0040,2025-01-10,270.5,60.03,8.71,4.65,1.94,22.17
U0040,2025-01-11,127.81,59.59,11.02,5.92,2.99,0.0
U0040,2025-01-12,231.05,61.87,11.6,1.88,1.32,0.0
U0040,2025-01-13,214.67,57.91,8.81,2.91,2.28,11.83
U0040,2025-01-14,306.04,60.33,10.08,1.57,1.9,17.85
U0040,2025-01-15,228.73,57.21,8.64,3.87,2.1,19.84
U0040,2025-01-16,275.05,59.12,7.4,3.7,2.07,21.33
U0040,2025-01-17,329.3,62.81,10.37,7.77,2.07,21.7
U0040,2025-01-18,45.6,60.03,10.21,6.38,2.33,1.56
U0040,2025-01-19,173.88,67.09,9.23,4.06,2.66,0.0
U0040,2025-01-20,262.08,64.79,10.43,4.21,2.58,10.38
U0040,2025-01-21,359.48,62.37,8.06,3.47,2.49,16.58
U0040,2025-01-22,318.16,59.51,8.23,6.67,2.46,19.52
U0040,2025-01-23,302.0,65.47,7.57,3.81,2.56,21.46
U0040,2025-01-24,257.03,72.35,10.13,2.86,2.15,30.17
U0040,2025-01-25,158.62,63.2,10.56,3.15,1.74,0.0
U0040,2025-01-26,79.77,58.58,9.55,6.76,1.57,0.0
U0040,2025-01-27,267.6,58.51,9.26,3.62,1.75,5.09
U0040,2025-01-28,302.87,66.45,9.48,5.08,1.54,14.65
U0040,2025-01-29,357.67,66.92,9.33,2.4,2.05,14.76
U0040,2025-01-30,339.26,68.33,8.14,5.28,1.43,22.23
U0040,2025-01-31,320.58,62.22,9.69,5.31,0.8,24.56
U0040,2025-02-01,173.4,63.73,10.24,4.02,2.84,3.13
U0040,2025-02-02,102.78,67.81,11.12,3.91,2.62,0.0
U0040,2025-02-03,253.23,58.54,9.04,4.81,2.09,18.81
U0040,2025-02-04,264.01,53.05,8.1,5.5,1.35,16.67
U0040,2025-02-05,283.13,68.47,9.67,4.69,1.23,15.72
U0040,2025-02-06,251.86,61.36,9.37,5.01,1.57,18.5
U0040,2025-02-07,258.09,70.48,10.35,1.0,2.55,14.38
U0040,2025-02-08,131.06,56.69,11.41,2.91,2.66,0.0
U0040,2025-02-09,153.82,65.4,10.56,4.16,1.96,0.0
U0040,2025-02-10,232.31,69.08,8.78,6.46,2.24,14.48
U0040,2025-02-11,351.51,62.77,8.36,6.58,1.66,31.13
U0040,2025-02-12,234.96,73.86,9.72,5.05,2.31,11.91
U0040,2025-02-13,199.97,67.64,8.1,9.44,2.03,29.82
U0040,2025-02-14,276.7,57.89,8.4,1.0,2.17,25.62
U0040,2025-02-15,193.31,58.99,8.94,3.38,2.47,0.0
U0040,2025-02-16,107.18,62.2,11.17,2.64,2.04,0.0
U0040,2025-02-17,343.08,62.77,10.05,2.68,1.47,1.55
U0040,2025-02-18,278.93,60.34,7.91,3.92,1.98,23.98
U0040,2025-02-19,231.4,68.76,8.68,4.46,2.89,23.43
U0040,2025-02-20,225.83,68.31,8.41,4.88,1.44,15.89
U0040,2025-02-21,307.01,62.81,9.77,3.63,1.82,19.81
U0040,2025-02-22,190.29,58.34,8.92,4.96,0.65,2.9
U0040,2025-02-23,216.28,58.75,11.41,3.44,2.25,0.0
U0040,2025-02-24,353.5,52.73,7.53,4.94,1.76,23.3
U0040,2025-02-25,300.69,62.02,9.65,6.47,2.24,8.83
U0040,2025-02-26,259.2,59.33,7.63,5.42,2.37,28.6
U0040,2025-02-27,260.81,58.03,9.05,10.51,2.04,22.73
U0040,2025-02-28,254.73,58.77,10.4,5.6,2.03,15.53
U0040,2025-03-01,213.3,56.39,10.97,7.55,1.3,0.0
U0041,2025-01-01,461.02,71.9,8.63,3.96,2.31,19.68
U0041,2025-01-02,424.09,71.39,7.44,2.58,1.26,31.02
U0041,2025-01-03,377.77,77.72,9.26,3.84,2.13,23.86
U0041,2025-01-04,238.99,76.27,8.4,8.13,1.58,14.44
U0041,2025-01-05,300.4,72.02,10.66,2.43,2.83,0.0
U0041,2025-01-06,376.91,73.88,7.44,4.66,0.31,28.8
U0041,2025-01-07,363.18,71.59,9.04,6.13,2.48,23.15
U0041,2025-01-08,395.09,71.6,9.22,6.78,1.82,24.41
U0041,2025-01-09,358.82,71.26,7.45,4.63,1.88,34.51
U0041,2025-01-10,323.44,69.35,9.62,6.7,2.3,25.53
U0041,2025-01-11,282.77,68.29,8.48,2.04,2.1,16.93
U0041,2025-01-12,251.38,68.34,8.9,1.8,2.35,2.22
U0041,2025-01-13,367.92,67.1,8.29,3.92,0.77,14.46
U0041,2025-01-14,289.25,72.5,8.45,5.35,2.63,22.37
U0041,2025-01-15,313.76,67.97,7.97,6.77,2.15,22.19
U0041,2025-01-16,366.48,78.09,6.41,7.81,1.8,37.84
U0041,2025-01-17,337.51,71.77,8.46,4.31,2.08,36.83
U0041,2025-01-18,239.03,76.84,9.22,3.39,2.38,3.37
U0041,2025-01-19,109.24,74.99,9.97,1.06,1.7,0.0
U0041,2025-01-20,341.86,68.55,9.81,5.54,2.5,11.25
U0041,2025-01-21,422.36,71.65,7.54,1.48,2.25,23.52
U0041,2025-01-22,416.44,72.78,9.82,5.58,2.57,18.11
U0041,2025-01-23,346.74,78.5,7.9,5.94,2.55,29.46
U0041,2025-01-24,459.52,70.05,7.28,6.61,2.54,35.61
U0041,2025-01-25,278.23,70.4,8.5,1.91,2.48,9.34
U0041,2025-01-26,324.09,66.88,10.33,6.19,3.21,4.86
U0041,2025-01-27,390.67,74.79,6.34,8.21,1.83,47.3
U0041,2025-01-28,336.07,68.87,6.36,5.48,2.75,35.28
U0041,2025-01-29,380.69,75.45,6.23,3.42,2.1,45.3
U0041,2025-01-30,335.64,74.69,9.14,2.03,1.4,33.05
U0041,2025-01-31,356.92,71.8,7.39,4.7,2.24,36.67
U0041,2025-02-01,289.21,64.77,8.11,4.59,2.36,0.0
U0041,2025-02-02,208.7,76.77,10.95,1.0,1.21,7.99
U0041,2025-02-03,386.05,68.55,8.26,4.62,2.21,26.56
U0041,2025-02-04,379.51,80.06,6.65,4.52,2.47,30.0
U0041,2025-02-05,372.28,73.26,9.07,6.42,1.71,24.41
U0041,2025-02-06,366.98,73.27,7.81,8.57,2.2,35.46
U0041,2025-02-07,394.3,68.89,9.28,4.99,1.82,35.51
U0041,2025-02-08,192.61,73.56,10.55,5.29,2.16,0.0
U0041,2025-02-09,248.95,76.62,8.5,6.7,1.29,20.34
U0041,2025-02-10,333.93,69.96,9.26,5.42,1.68,21.92
U0041,2025-02-11,433.78,76.29,8.84,3.93,1.7,25.05
U0041,2025-02-12,393.08,72.69,10.41,2.75,1.38,18.62
U0041,2025-02-13,415.01,72.08,8.2,7.5,1.53,44.21
U0041,2025-02-14,394.96,70.94,7.8,3.2,1.28,26.56
U0041,2025-02-15,242.47,73.58,8.74,5.4,2.06,17.38
U0041,2025-02-16,206.21,71.26,10.17,3.92,2.47,0.0
U0041,2025-02-17,374.29,79.77,6.67,5.45,1.32,22.57
U0041,2025-02-18,420.78,64.71,9.79,3.49,2.19,17.86
U0041,2025-02-19,310.49,72.67,8.57,5.67,2.18,31.15
U0041,2025-02-20,328.91,76.72,6.38,4.69,2.12,37.66
U0041,2025-02-21,407.94,67.57,6.73,7.16,1.36,45.61
U0041,2025-02-22,275.61,74.61,9.66,7.8,1.69,1.32
U0041,2025-02-23,369.45,66.58,9.82,6.1,2.03,14.14
U0041,2025-02-24,324.42,59.29,8.29,3.42,1.27,27.9
U0041,2025-02-25,318.43,66.58,9.93,3.03,2.15,15.03
U0041,2025-02-26,412.78,65.87,8.02,4.8,1.66,30.52
U0041,2025-02-27,374.63,77.43,7.9,7.47,2.6,27.59
U0041,2025-02-28,479.54,70.25,7.55,4.24,2.08,42.47
U0041,2025-03-01,276.53,67.7,7.94,2.51,2.04,12.27
U0042,2025-01-01,297.14,54.46,8.9,8.55,2.04,11.38
U0042,2025-01-02,332.67,66.27,8.08,3.78,2.34,15.16
U0042,2025-01-03,276.4,55.19,9.56,5.76,2.95,23.09
U0042,2025-01-04,264.23,62.81,8.16,5.39,2.56,8.32
U0042,2025-01-05,124.11,61.53,9.27,4.44,2.16,0.0
U0042,2025-01-06,224.13,62.9,7.1,4.32,2.31,14.76
U0042,2025-01-07,321.43,57.16,6.56,8.31,1.58,23.29
U0042,2025-01-08,262.9,60.87,6.56,2.51,1.91,21.88
U0042,2025-01-09,213.28,67.39,7.15,5.53,2.14,20.12
U0042,2025-01-10,354.62,61.03,8.38,4.38,2.12,27.26
U0042,2025-01-11,191.71,56.71,9.05,6.09,1.96,0.0
U0042,2025-01-12,222.63,56.3,10.75,5.5,2.53,0.0
U0042,2025-01-13,351.62,60.4,8.02,6.2,1.58,27.74
U0042,2025-01-14,293.62,56.42,7.82,6.3,1.58,11.11
U0042,2025-01-15,362.95,64.0,7.21,5.0,1.79,21.06
U0042,2025-01-16,264.33,59.47,7.68,3.54,2.04,10.26
U0042,2025-01-17,304.19,68.61,8.19,3.32,2.13,17.8
U0042,2025-01-18,213.01,63.17,9.11,2.72,2.88,0.31
U0042,2025-01-19,172.73,57.64,9.12,3.76,2.48,0.0
U0042,2025-01-20,327.46,61.79,8.66,5.72,1.59,13.82
U0042,2025-01-21,257.4,56.86,6.48,7.2,1.43,19.85
U0042,2025-01-22,246.25,61.26,5.61,7.14,1.65,39.86
U0042,2025-01-23,322.55,59.97,7.29,8.82,2.46,45.9
U0042,2025-01-24,346.51,61.43,6.78,4.92,1.25,39.16
U0042,2025-01-25,129.9,61.84,8.01,9.02,2.4,6.07
U0042,2025-01-26,169.91,60.79,7.67,9.24,2.64,10.84
U0042,2025-01-27,318.94,70.38,6.2,8.41,2.3,24.17
U0042,2025-01-28,366.82,62.47,7.78,5.62,1.59,19.0
U0042,2025-01-29,281.98,51.12,8.03,6.31,1.35,15.9
U0042,2025-01-30,287.71,63.17,5.56,7.95,1.95,28.69
U0042,2025-01-31,276.56,64.14,7.68,3.39,2.31,21.86
U0042,2025-02-01,161.61,69.05,9.59,9.19,2.54,0.0
U0042,2025-02-02,184.39,62.39,9.08,5.65,1.86,0.8
U0042,2025-02-03,345.49,58.44,8.04,5.52,1.08,19.27
U0042,2025-02-04,317.65,59.26,7.79,6.34,2.46,22.63
U0042,2025-02-05,265.61,60.37,7.69,2.14,1.45,18.71
U0042,2025-02-06,357.19,62.16,6.86,2.15,2.38,21.08
U0042,2025-02-07,359.42,54.83,7.53,3.23,2.69,23.4
U0042,2025-02-08,165.88,61.67,8.11,4.19,1.65,18.64
U0042,2025-02-09,179.66,59.15,9.65,6.89,2.18,1.18
U0042,2025-02-10,270.47,65.01,7.92,6.92,2.59,18.43
U0042,2025-02-11,334.81,59.27,5.99,5.9,1.5,43.07
U0042,2025-02-12,316.68,50.35,7.87,5.37,1.75,13.93
U0042,2025-02-13,326.42,58.03,8.14,5.28,1.75,23.22
U0042,2025-02-14,342.88,55.3,8.69,6.76,1.86,26.76
U0042,2025-02-15,184.67,58.11,9.23,6.46,2.17,2.68
U0042,2025-02-16,256.84,58.85,7.91,5.75,2.66,0.0
U0042,2025-02-17,308.65,59.04,6.16,5.19,1.49,27.16
U0042,2025-02-18,326.56,58.41,8.65,7.59,1.81,17.07
U0042,2025-02-19,361.57,67.38,7.71,4.7,1.96,29.74
U0042,2025-02-20,338.25,63.98,8.45,8.77,2.46,13.46
U0042,2025-02-21,239.61,57.53,7.18,4.26,2.43,19.79
U0042,2025-02-22,162.33,55.9,10.47,4.62,2.16,0.0
U0042,2025-02-23,214.55,59.68,7.76,5.46,1.68,16.07
U0042,2025-02-24,233.72,61.65,9.4,6.27,2.13,3.3
U0042,2025-02-25,369.65,62.7,9.02,2.58,2.07,9.83
U0042,2025-02-26,343.61,59.02,9.57,5.36,2.68,13.81
U0042,2025-02-27,239.53,63.29,6.69,5.49,1.68,29.34
U0042,2025-02-28,306.35,60.64,7.15,4.3,2.12,30.16
U0042,2025-03-01,214.4,61.07,7.93,7.2,2.46,8.54
U0043,2025-01-01,216.44,70.65,7.72,1.96,1.99,13.08
U0043,2025-01-02,333.13,74.78,7.47,6.4,1.62,25.92
U0043,2025-01-03,260.46,62.56,6.38,6.35,1.6,34.37
U0043,2025-01-04,144.45,56.93,9.16,8.27,2.51,0.0
U0043,2025-01-05,157.66,63.85,9.48,6.76,2.28,0.0
U0043,2025-01-06,285.25,68.75,6.21,6.36,1.77,23.27
U0043,2025-01-07,323.99,68.22,8.23,6.81,1.81,18.36
U0043,2025-01-08,298.3,69.24,7.96,4.32,1.05,22.51
U0043,2025-01-09,251.23,71.16,7.71,4.88,1.08,28.46
U0043,2025-01-10,236.03,64.35,4.49,4.68,2.52,49.42
U0043,2025-01-11,158.62,68.11,8.84,5.99,1.99,0.0
U0043,2025-01-12,107.42,71.46,10.95,3.43,1.22,0.0
U0043,2025-01-13,258.22,59.21,7.7,4.43,1.76,15.61
U0043,2025-01-14,246.88,71.11,6.64,5.91,2.28,19.66
U0043,2025-01-15,275.33,70.52,6.68,1.0,2.2,19.95
U0043,2025-01-16,273.96,55.18,7.31,4.12,2.89,20.26
U0043,2025-01-17,281.44,69.78,6.94,6.32,1.89,29.83
U0043,2025-01-18,242.9,69.73,10.43,8.57,1.57,0.0
U0043,2025-01-19,164.63,72.56,8.17,3.58,2.83,0.0
U0043,2025-01-20,242.79,65.79,9.19,3.6,1.43,10.64
U0043,2025-01-21,240.86,68.77,6.86,3.85,2.58,16.26
U0043,2025-01-22,292.45,57.98,6.9,7.43,2.39,20.24
U0043,2025-01-23,244.54,75.4,6.12,5.08,0.63,40.42
U0043,2025-01-24,197.45,65.55,6.94,6.63,2.06,40.41
U0043,2025-01-25,133.41,67.98,7.9,5.32,1.79,9.16
U0043,2025-01-26,179.88,64.58,7.88,2.99,2.02,6.55
U0043,2025-01-27,282.44,71.98,8.86,5.01,2.14,11.78
U0043,2025-01-28,354.3,71.36,6.23,3.66,1.84,24.02
U0043,2025-01-29,327.53,70.51,7.19,10.48,2.47,33.23
U0043,2025-01-30,367.76,64.0,7.93,6.54,2.2,26.73
U0043,2025-01-31,214.84,69.23,8.15,4.66,2.56,24.58
U0043,2025-02-01,127.19,61.94,10.07,5.78,2.67,0.0
U0043,2025-02-02,136.05,76.96,8.18,5.59,2.08,0.0
U0043,2025-02-03,272.73,74.89,8.84,5.39,1.81,12.29
U0043,2025-02-04,278.93,72.65,7.18,6.96,1.5,27.66
U0043,2025-02-05,240.8,67.9,8.0,6.3,2.23,15.43
U0043,2025-02-06,376.9,72.49,8.45,6.43,2.96,23.13
U0043,2025-02-07,226.26,69.52,8.28,5.51,2.29,20.05
U0043,2025-02-08,213.41,70.5,7.99,4.9,2.25,0.0
U0043,2025-02-09,197.76,69.53,9.54,3.73,1.63,0.0
U0043,2025-02-10,210.21,70.79,5.95,3.31,0.81,32.66
U0043,2025-02-11,200.26,62.78,8.51,4.63,1.19,21.48
U0043,2025-02-12,340.19,64.88,8.11,4.98,1.89,23.02
U0043,2025-02-13,313.13,69.29,8.47,7.73,2.15,20.28
U0043,2025-02-14,327.42,58.05,7.33,4.42,2.69,21.63
U0043,2025-02-15,132.44,72.67,10.3,5.09,1.54,2.54
U0043,2025-02-16,166.32,64.97,8.89,5.23,2.12,0.0
U0043,2025-02-17,340.18,59.01,7.33,6.65,2.69,15.94
U0043,2025-02-18,272.19,67.01,8.94,4.63,1.22,15.94
U0043,2025-02-19,299.67,66.93,8.04,8.73,1.22,13.53
U0043,2025-02-20,312.65,62.73,6.52,3.04,2.48,25.61
U0043,2025-02-21,258.37,63.73,7.63,4.36,2.19,18.2
U0043,2025-02-22,213.29,67.11,7.0,6.5,1.85,10.8
U0043,2025-02-23,190.1,61.26,11.08,6.72,1.94,10.67
U0043,2025-02-24,264.44,73.98,5.07,6.97,1.63,40.46
U0043,2025-02-25,237.23,73.66,8.92,5.78,1.67,13.49
U0043,2025-02-26,282.35,64.36,6.54,2.94,2.24,24.0
U0043,2025-02-27,342.22,66.71,7.06,4.39,2.33,23.39
U0043,2025-02-28,167.26,68.09,7.33,1.35,1.39,13.02
U0043,2025-03-01,181.37,62.65,7.71,5.04,2.42,0.0
U0044,2025-01-01,240.55,79.83,7.77,3.53,2.75,18.54
U0044,2025-01-02,433.92,64.91,6.51,8.17,1.98,33.62
U0044,2025-01-03,316.15,65.29,5.58,3.14,1.82,39.73
U0044,2025-01-04,103.66,61.53,8.4,7.88,0.84,13.92
U0044,2025-01-05,207.57,61.98,9.07,1.06,2.11,4.77
U0044,2025-01-06,285.38,63.95,6.29,4.02,1.47,33.86
U0044,2025-01-07,248.57,66.49,8.56,5.38,1.25,19.18
U0044,2025-01-08,427.85,65.05,7.76,4.17,2.27,30.24
U0044,2025-01-09,353.61,73.33,7.89,3.27,2.08,25.13
U0044,2025-01-10,280.98,71.2,8.23,1.0,1.9,20.19
U0044,2025-01-11,169.46,73.21,7.4,5.57,2.22,8.42
U0044,2025-01-12,182.46,75.29,8.88,5.64,2.77,10.04
U0044,2025-01-13,369.61,71.32,6.48,6.35,1.31,37.13
U0044,2025-01-14,341.82,63.96,9.04,4.64,2.04,24.95
U0044,2025-01-15,319.05,60.43,7.65,6.23,2.67,17.08
U0044,2025-01-16,302.28,70.91,7.95,5.69,2.28,32.38
U0044,2025-01-17,357.98,63.66,6.68,4.99,2.42,39.51
U0044,2025-01-18,173.72,68.81,8.97,7.92,1.63,16.76
U0044,2025-01-19,171.6,69.3,9.49,5.28,2.98,0.0
U0044,2025-01-20,263.74,66.62,7.05,8.37,1.43,31.36
U0044,2025-01-21,310.33,71.68,7.4,2.68,2.83,31.67
U0044,2025-01-22,420.46,67.09,7.06,5.8,2.72,28.89
U0044,2025-01-23,238.89,61.81,5.63,7.31,0.97,42.33
U0044,2025-01-24,323.03,69.25,6.62,6.48,1.76,38.67
U0044,2025-01-25,112.05,69.74,9.41,5.43,1.81,13.84
U0044,2025-01-26,200.91,66.29,7.7,5.11,1.99,14.71
U0044,2025-01-27,295.58,57.73,7.53,1.82,1.7,17.89
U0044,2025-01-28,345.15,49.94,5.81,8.86,1.75,39.38
U0044,2025-01-29,302.04,68.57,7.93,6.04,1.08,35.82
U0044,2025-01-30,274.86,63.08,5.97,6.55,2.39,48.35
U0044,2025-01-31,316.02,70.9,7.6,11.35,1.43,48.92
U0044,2025-02-01,258.3,70.42,10.06,1.34,1.76,3.23
U0044,2025-02-02,188.34,72.61,8.37,4.26,1.5,19.44
U0044,2025-02-03,273.26,65.83,7.74,3.94,1.58,26.75
U0044,2025-02-04,253.75,70.05,5.16,8.76,1.88,43.89
U0044,2025-02-05,314.26,73.95,7.2,6.53,1.5,45.61
U0044,2025-02-06,251.19,71.47,8.24,5.93,2.56,29.56
U0044,2025-02-07,278.42,62.85,5.95,6.97,1.32,55.29
U0044,2025-02-08,251.42,73.64,9.7,6.31,2.14,9.95
U0044,2025-02-09,173.53,77.53,9.21,3.79,1.94,5.73
U0044,2025-02-10,302.98,66.71,6.07,7.25,2.63,39.86
U0044,2025-02-11,335.64,56.99,6.4,4.54,2.24,39.75
U0044,2025-02-12,283.52,66.97,8.17,8.64,1.69,32.56
U0044,2025-02-13,285.46,75.2,8.48,7.03,2.57,32.19
U0044,2025-02-14,256.12,69.61,7.34,6.35,2.69,35.78
U0044,2025-02-15,144.98,67.93,9.75,2.04,2.14,1.14
U0044,2025-02-16,161.08,64.69,10.5,1.16,2.01,5.63
U0044,2025-02-17,345.22,64.21,7.59,9.0,2.66,26.11
U0044,2025-02-18,316.96,77.01,8.0,5.66,1.94,21.07
U0044,2025-02-19,335.11,63.32,9.03,2.5,1.87,30.99
U0044,2025-02-20,333.4,69.68,9.55,4.65,2.95,25.45
U0044,2025-02-21,234.07,68.27,6.1,6.36,1.86,41.9
U0044,2025-02-22,122.98,72.54,8.55,8.1,2.43,5.69
U0044,2025-02-23,194.26,69.18,8.88,2.1,2.48,6.53
U0044,2025-02-24,308.62,71.48,7.01,4.32,2.22,19.43
U0044,2025-02-25,251.99,65.98,6.2,5.54,1.76,34.97
U0044,2025-02-26,362.66,65.51,5.62,7.88,2.29,51.75
U0044,2025-02-27,275.78,65.82,6.61,4.74,0.84,52.69
U0044,2025-02-28,260.16,67.19,7.68,4.71,2.3,40.49
U0044,2025-03-01,200.08,64.64,8.16,4.89,2.02,14.62
U0045,2025-01-01,284.71,86.59,8.85,3.57,2.46,7.76
U0045,2025-01-02,215.52,82.53,9.7,7.19,2.34,16.66
U0045,2025-01-03,270.98,91.51,9.08,4.09,1.8,30.6
U0045,2025-01-04,172.17,88.32,9.69,5.89,2.14,5.13
U0045,2025-01-05,200.18,91.44,9.67,7.03,0.96,0.0
U0045,2025-01-06,287.43,79.47,7.84,3.37,1.58,17.41
U0045,2025-01-07,333.01,98.39,7.55,7.53,1.51,24.4
U0045,2025-01-08,241.98,84.82,9.39,2.58,1.94,7.7
U0045,2025-01-09,277.97,84.7,8.15,5.76,2.41,25.5
U0045,2025-01-10,161.9,82.75,7.65,4.39,2.23,15.4
U0045,2025-01-11,203.07,91.06,8.87,7.71,2.38,4.99
U0045,2025-01-12,54.89,94.64,9.87,1.0,1.46,0.0
U0045,2025-01-13,275.6,91.57,9.03,8.11,1.84,13.87
U0045,2025-01-14,247.93,84.96,9.57,2.94,1.56,16.13
U0045,2025-01-15,248.72,94.85,8.48,6.8,1.77,22.12
U0045,2025-01-16,245.5,91.48,9.25,8.96,2.09,24.22
U0045,2025-01-17,229.82,81.45,9.2,4.52,2.7,7.56
U0045,2025-01-18,103.74,86.45,7.95,6.82,2.01,8.6
U0045,2025-01-19,126.91,89.19,8.98,5.31,2.29,0.0
U0045,2025-01-20,253.54,93.65,8.98,8.12,1.43,20.54
U0045,2025-01-21,300.82,81.65,7.92,5.65,2.47,24.43
U0045,2025-01-22,338.5,76.53,7.89,6.59,1.23,33.69
U0045,2025-01-23,250.52,84.82,7.72,3.37,3.06,18.5
U0045,2025-01-24,246.54,85.29,7.4,8.11,2.14,36.6
U0045,2025-01-25,246.47,80.98,10.14,7.38,2.54,6.96
U0045,2025-01-26,204.56,91.64,11.14,5.31,2.99,0.0
U0045,2025-01-27,318.06,92.04,9.68,4.14,2.16,6.84
U0045,2025-01-28,310.64,81.43,9.34,3.31,2.15,18.29
U0045,2025-01-29,306.77,83.97,8.57,6.5,1.86,14.76
U0045,2025-01-30,256.29,93.76,7.37,6.8,2.81,34.37
U0045,2025-01-31,227.78,81.06,7.82,2.54,1.88,34.23
U0045,2025-02-01,132.74,87.89,9.8,6.81,2.14,2.53
U0045,2025-02-02,79.03,82.47,9.49,1.64,2.36,0.0
U0045,2025-02-03,220.22,89.82,9.76,6.86,1.78,17.74
U0045,2025-02-04,216.45,80.88,6.07,2.81,1.74,29.68
U0045,2025-02-05,283.71,86.26,8.22,7.93,2.16,29.04
U0045,2025-02-06,318.26,75.27,9.52,8.15,2.35,28.26
U0045,2025-02-07,311.08,91.43,7.33,3.7,2.39,26.64
U0045,2025-02-08,172.3,82.9,9.24,3.68,1.88,0.0
U0045,2025-02-09,129.35,82.7,10.65,8.46,2.06,0.0
U0045,2025-02-10,306.12,86.37,7.79,5.03,2.13,24.31
U0045,2025-02-11,311.62,83.44,7.68,2.26,1.85,26.39
U0045,2025-02-12,234.86,83.29,9.19,7.69,1.69,26.01
U0045,2025-02-13,258.23,84.42,9.61,3.6,1.77,14.64
U0045,2025-02-14,291.88,93.9,8.2,6.63,2.24,17.65
U0045,2025-02-15,42.38,88.47,10.3,5.21,2.09,0.0
U0045,2025-02-16,138.95,82.2,8.37,5.29,2.44,1.47
U0045,2025-02-17,186.39,89.78,8.06,3.77,2.09,15.43
U0045,2025-02-18,294.46,82.62,7.21,2.01,1.19,21.99
U0045,2025-02-19,392.18,87.64,9.95,6.15,2.7,25.74
